"","State","County","FIPS","zip5","NAICSDESCR","long","lat","phone_loc","level","specialty","license","Name","Owner"
"114","IA","Appanoose","19007",52574,"AMBULANCE SERVICES, AIR OR GROUND",-92.9451593,40.7853161,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","MYSTIC FIRST RESPONDER","FIRE"
"115","IA","Montgomery","19137",51573,"AMBULANCE AND FIRE SERVICE COMBINED",-95.1045264,40.9786041,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","STANTON FIRE DEPARTMENT","LOCAL"
"116","IA","Lee","19111",52627,"AMBULANCE AND FIRE SERVICE COMBINED",-91.3396514,40.6274538,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","FORT MADISON FIRE DEPARTMENT","FIRE"
"117","IA","Fremont","19071",51650,"FIRE AND RESCUE SERVICE",-95.5682379,40.6862703,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","RIVERTON VOLUNTEER FIRE AND RESCUE","FIRE"
"118","IA","Lee","19111",52658,"FIRE AND RESCUE SERVICE",-91.2299292,40.710925,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","WEVER FIRE AND RESCUE DEPARTMENT","FIRE"
"119","IA","Fremont","19071",51640,"FIRE AND RESCUE SERVICE",-95.659144,40.6013928,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","HAMBURG VOLUNTEER FIRE AND RESCUE","LOCAL"
"120","IA","Lee","19111",52627,"AMBULANCE SERVICES, AIR OR GROUND",-91.3298758,40.6257896,"NO","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","LEE COUNTY EMERGENCY MEDICAL SERVICES - FORT MADISON","COUNTY/PRIVATE"
"121","IA","Taylor","19173",50848,"AMBULANCE AND FIRE SERVICE COMBINED",-94.7445394,40.7590192,"NO","BASIC","NOT AVAILABLE","NOT AVAILABLE","GRAVITY FIRE DEPARTMENT","CITY/MUNICIPAL"
"122","IA","Lucas","19117",50238,"AMBULANCE AND FIRE SERVICE COMBINED",-93.1996319,40.9839775,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","RUSSELL VOLUNTEER FIRE DEPARTMENT","FIRE"
"123","IA","Union","19175",50830,"FIRE AND RESCUE SERVICE",-94.1982528,41.0287091,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","AFTON FIRE AND RESCUE","FIRE"
"124","IA","Lucas","19117",50049,"AMBULANCE AND FIRE SERVICE COMBINED",-93.3087918,41.0138538,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","CHARITON VOLUNTEER FIRE DEPARTMENT","FIRE"
"125","IA","Jefferson","19101",52567,"FIRE AND RESCUE SERVICE",-92.0512261,40.9578232,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","LIBERTYVILLE FIRE AND RESCUE","CITY/MUNICIPAL"
"126","IA","Mills","19129",51534,"FIRE AND RESCUE SERVICE",-95.743652,41.0458855,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","GLENWOOD VOLUNTEER FIRE AND RESCUE DEPARTMENT","FIRE"
"127","IA","Wapello","19179",52501,"AMBULANCE AND FIRE SERVICE COMBINED",-92.4142196,41.0226671,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","OTTUMWA CITY FIRE DEPARTMENT - NORTH STATION","FIRE"
"128","IA","Appanoose","19007",52571,"FIRE AND RESCUE SERVICE",-92.8148946,40.8904157,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","MORAVIA COMMUNITY FIRE AND RESCUE","FIRE"
"129","IA","Page","19145",51631,"RESCUE SERVICES, MEDICAL",-95.0248698,40.5795947,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","BRADDYVILLE RESCUE","FIRE"
"130","IA","Wayne","19185",52590,"AMBULANCE AND FIRE SERVICE COMBINED",-93.121513,40.68183,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","SEYMOUR VOLUNTEER FIRE DEPARTMENT","FIRE"
"131","IA","Wapello","19179",52554,"FIRE AND RESCUE SERVICE",-92.2178466,40.916047,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","ELDON FIRE AND RESCUE INCORPORATED","FIRE"
"132","IA","Decatur","19053",50264,"AMBULANCE AND FIRE SERVICE COMBINED",-93.7354064,40.8988452,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","WELDON FIRE DEPARTMENT","FIRE"
"133","IA","Taylor","19173",50833,"AMBULANCE SERVICES, AIR OR GROUND",-94.7205895,40.6674847,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","BEDFORD AMBULANCE SERVICE","CITY/MUNICIPAL"
"134","IA","Van Buren","19177",52551,"AMBULANCE SERVICES, AIR OR GROUND",-92.086808,40.8393984,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","DOUDS FIRST RESPONDERS","FIRE"
"135","IA","Des Moines","19057",52638,"AMBULANCE SERVICES, AIR OR GROUND",-91.2665221,40.8268484,"N/A","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","GENERAL DYNAMICS ORDINANCE AND TACTICAL SYSTEMS AMBULANCE - DOD","OTHER"
"136","IA","Lee","19111",52624,"AMBULANCE AND FIRE SERVICE COMBINED",-91.3338025,40.741035,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","DENMARK FIRE DEPARTMENT","FIRE"
"137","IA","Appanoose","19007",52555,"AMBULANCE SERVICES, AIR OR GROUND",-92.8548341,40.6445923,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","SOUTHERN APPANOOSE COUNTY FIRST RESPONDERS","CITY/MUNICIPAL"
"138","IA","Lucas","19117",50049,"AMBULANCE SERVICES, AIR OR GROUND",-93.3094734,41.0173778,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","JOHNSON MACHINE WORKS SQUAD 1","PRIVATE"
"139","IA","Wayne","19185",50008,"AMBULANCE SERVICES, AIR OR GROUND",-93.3645282,40.7062853,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","ALLERTON FIRST RESPONDERS","CITY/MUNICIPAL"
"140","IA","Ringgold","19159",50133,"AMBULANCE SERVICES, AIR OR GROUND",-94.0493064,40.710568,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","KELLERTON FIRST RESPONSE TEAM","FIRE"
"141","IA","Fremont","19071",51648,"FIRE AND RESCUE SERVICE",-95.813692,40.7492193,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","PERCIVAL FIRE AND RESCUE - BENTON TOWNSHIP","NOT AVAILABLE"
"142","IA","Ringgold","19159",50845,"AMBULANCE SERVICES, AIR OR GROUND",-94.3092672,40.7926832,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","DIAGONAL FIRST RESPONSE TEAM","CITY/MUNICIPAL"
"143","IA","Decatur","19053",50103,"AMBULANCE AND FIRE SERVICE COMBINED",-93.610924,40.826027,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","GARDEN GROVE FIRE DEPARTMENT / GARDEN GROVE EMERGENCY MEDICAL SERVICES","FIRE"
"144","IA","Lucas","19117",50151,"RESCUE SERVICES, MEDICAL",-93.4613463,41.0319519,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","IOWA HIGH SCHOOL RODEO ASSOCIATION RESCUE UNIT","OTHER"
"145","IA","Lee","19111",52632,"AMBULANCE SERVICES, AIR OR GROUND",-91.3905241,40.4048425,"NO","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","LEE COUNTY EMERGENCY MEDICAL SERVICES - KEOKUK","COUNTY/PRIVATE"
"146","IA","Wapello","19179",52548,"AMBULANCE SERVICES, AIR OR GROUND",-92.5298346,41.0853641,"NO","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","CHILLICOTHE FIRST RESPONDERS","CITY/MUNICIPAL"
"147","IA","Jefferson","19101",52556,"AMBULANCE SERVICES, AIR OR GROUND",-91.9814791,41.00587,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","JEFFERSON COUNTY AREA AMBULANCE SERVICE","COUNTY/PRIVATE"
"148","IA","Wayne","19185",50147,"AMBULANCE AND FIRE SERVICE COMBINED",-93.5249692,40.5809988,"NO","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","LINEVILLE VOLUNTEER FIRE DEPARTMENT","FIRE"
"149","IA","Henry","19087",52645,"AMBULANCE AND FIRE SERVICE COMBINED",-91.401957,40.9256107,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","NEW LONDON CITY FIRE STATION","FIRE"
"150","IA","Lee","19111",52639,"FIRE AND RESCUE SERVICE",-91.4181613,40.5299712,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","MONTROSE FIRE AND RESCUE","FIRE"
"151","IA","Fremont","19071",51652,"FIRE AND RESCUE SERVICE",-95.6460894,40.748703,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","VOLUNTEER SIDNEY FIRE AND RESCUE DEPARTMENT","LOCAL"
"152","IA","Mills","19129",51533,"FIRE AND RESCUE SERVICE",-95.401008,41.0166163,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","EMERSON VOLUNTEER FIRE AND RESCUE DEPARTMENT","FIRE"
"153","IA","Van Buren","19177",52626,"AMBULANCE AND FIRE SERVICE COMBINED",-91.7403242,40.6394551,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","FARMINGTON FIRE DEPARTMENT AND EMERGENCY MEDICAL SERVICES","FIRE"
"154","IA","Story","19169",50105,"AMBULANCE SERVICES, AIR OR GROUND",-93.6503197,42.1080711,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","GILBERT FIRST RESPONDERS","NOT AVAILABLE"
"155","IA","Clay","19041",51333,"FIRE AND RESCUE SERVICE",-95.02354,43.1317702,"NO","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","DICKENS FIRE AND RESCUE","FIRE"
"156","IA","Linn","19113",52404,"AMBULANCE AND FIRE SERVICE COMBINED",-91.675225,41.9558678,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","CEDAR RAPIDS FIRE DEPARTMENT STATION 5","NOT AVAILABLE"
"157","IA","Carroll","19027",51443,"AMBULANCE AND FIRE SERVICE COMBINED",-94.728663,42.055462,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","GLIDDEN FIRE DEPARTMENT","FIRE"
"158","IA","Hamilton","19079",50246,"AMBULANCE AND FIRE SERVICE COMBINED",-93.7969946,42.2895464,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","STANHOPE FIRST RESPONDERS","CITY/MUNICIPAL"
"159","IA","Tama","19171",52217,"AMBULANCE AND FIRE SERVICE COMBINED",-92.4035843,42.0780275,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","CLUTIER FIRE DEPARTMENT","CITY/MUNICIPAL"
"160","IA","Humboldt","19091",50577,"AMBULANCE AND FIRE SERVICE COMBINED",-93.9794458,42.8281196,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","RENWICK FIRE DEPARTMENT","LOCAL"
"161","IA","Dallas","19049",50261,"FIRE AND RESCUE SERVICE",-93.954322,41.5332855,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","VAN METER VOLUNTEER FIRE RESCUE DEPARTMENT","FIRE"
"162","IA","Marshall","19127",50158,"AMBULANCE AND FIRE SERVICE COMBINED",-92.9116653,42.0470502,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","MARSHALLTOWN FIRE DEPARTMENT","LOCAL"
"163","IA","Johnson","19103",52317,"AMBULANCE AND FIRE SERVICE COMBINED",-91.5986264,41.7482817,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","NORTH LIBERTY VOLUNTEER FIRE DEPARTMENT","LOCAL"
"164","IA","Story","19169",50105,"AMBULANCE AND FIRE SERVICE COMBINED",-93.6503207,42.1080709,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","GILBERT FIRE DEPARTMENT","FIRE"
"165","IA","Pottawattamie","19155",51576,"FIRE AND RESCUE SERVICE",-95.6779707,41.3883218,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","UNDERWOOD FIRE AND RESCUE","FIRE"
"166","IA","Mahaska","19123",50027,"AMBULANCE AND FIRE SERVICE COMBINED",-92.4686331,41.5079097,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","BARNES CITY VOLUNTEER FIRE DEPARTMENT","FIRE"
"167","IA","Wapello","19179",52553,"FIRE AND RESCUE SERVICE",-92.6334776,41.1577061,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","EDDYVILLE VOLUNTEER FIRE AND RESCUE","FIRE"
"168","IA","Montgomery","19137",50847,"AMBULANCE AND FIRE SERVICE COMBINED",-94.9845445,41.1417118,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","GRANT FIRE DEPARTMENT","FIRE"
"169","IA","Marion","19125",50256,"FIRE AND RESCUE SERVICE",-92.8738691,41.2765465,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","CLAY TOWNSHIP FIRE RESCUE","FIRE"
"170","IA","Dallas","19049",50039,"FIRE AND RESCUE SERVICE",-94.0077867,41.8525268,"YES","BASIC","NOT AVAILABLE","NOT AVAILABLE","BOUTON FIRE RESCUE","FIRE"
"171","IA","Marion","19125",50225,"AMBULANCE AND FIRE SERVICE COMBINED",-93.2759648,41.3978062,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","PLEASANTVILLE EMERGENCY SERVICES","CITY/MUNICIPAL"
"172","IA","Warren","19181",50166,"AMBULANCE AND FIRE SERVICE COMBINED",-93.4383877,41.2870543,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","MILO FIRE AND EMERGENCY MEDICAL SERVICES","FIRE"
"173","IA","Jasper","19099",50168,"AMBULANCE AND FIRE SERVICE COMBINED",-93.2838085,41.7676198,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","MINGO FIRE DEPARTMENT","FIRE"
"174","IA","Marshall","19127",50247,"AMBULANCE AND FIRE SERVICE COMBINED",-93.1631739,42.0170042,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","STATE CENTER FIRE AND EMERGENCY SERVICES","CITY/MUNICIPAL"
"175","IA","Warren","19181",50211,"AMBULANCE AND FIRE SERVICE COMBINED",-93.6754,41.4867143,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","NORWALK FIRE DEPARTMENT","LOCAL"
"176","IA","Hamilton","19079",50034,"AMBULANCE AND FIRE SERVICE COMBINED",-93.6434109,42.4820922,"N/A","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","BLAIRSBURG FIRE DEPARTMENT","LOCAL"
"177","IA","Story","19169",50124,"FIRE AND RESCUE SERVICE",-93.6051181,41.8914201,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","HUXLEY FIRE AND RESCUE","FIRE"
"178","IA","Story","19169",50010,"AMBULANCE AND FIRE SERVICE COMBINED",-93.6151914,42.034861,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","AMES FIRE DEPARTMENT STATION 1","FIRE"
"179","IA","Jasper","19099",50170,"AMBULANCE AND FIRE SERVICE COMBINED",-93.101545,41.522089,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","MONROE FIRE DEPARTMENT","FIRE"
"180","IA","Jasper","19099",50054,"AMBULANCE AND FIRE SERVICE COMBINED",-93.2471733,41.6731884,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","COLFAX FIRE DEPARTMENT","FIRE"
"181","IA","Marion","19125",50138,"AMBULANCE AND FIRE SERVICE COMBINED",-93.0991987,41.3186402,"YES","BASIC","NOT AVAILABLE","NOT AVAILABLE","KNOXVILLE TOWNSHIP RURAL FIRE DEPARTMENT","FIRE"
"182","IA","Marion","19125",50138,"FIRE AND RESCUE SERVICE",-93.0967831,41.3164118,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","KNOXVILLE FIRE AND RESCUE DEPARTMENT","FIRE"
"183","IA","Pottawattamie","19155",51577,"FIRE AND RESCUE SERVICE",-95.2232262,41.4761974,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","WALNUT VOLUNTEER FIRE DEPARTMENT AND RESCUE SQUAD","FIRE"
"184","IA","Black Hawk","19013",50703,"FIRE AND RESCUE SERVICE",-92.335898,42.50188,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","WATERLOO FIRE AND RESCUE STATION 1","FIRE"
"185","IA","Webster","19187",50557,"FIRE AND RESCUE SERVICE",-94.0511758,42.3587102,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","LEHIGH FIRE DEPARTMENT AND RESCUE","FIRE"
"186","IA","Marion","19125",50057,"AMBULANCE AND FIRE SERVICE COMBINED",-93.1519376,41.1752642,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","COLUMBIA FIRE DEPARTMENT","FIRE"
"187","IA","Crawford","19047",51439,"AMBULANCE AND FIRE SERVICE COMBINED",-95.590915,42.0699757,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","CHARTER OAK FIRE DEPARTMENT","FIRE"
"188","IA","Black Hawk","19013",50651,"FIRE AND RESCUE SERVICE",-92.1931546,42.3155607,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","LA PORTE CITY FIRE AND RESCUE","CITY/MUNICIPAL"
"189","IA","Linn","19113",52253,"FIRE AND RESCUE SERVICE",-91.3857288,41.9221166,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","LISBON FIRE AND RESCUE","FIRE"
"190","IA","Hardin","19083",50672,"FIRE AND RESCUE SERVICE",-93.0693812,42.4093886,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","STEAMBOAT ROCK FIRE AND RESCUE","FIRE"
"191","IA","Polk","19153",50313,"AMBULANCE AND FIRE SERVICE COMBINED",-93.6211107,41.6588822,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","SAYLOR TOWNSHIP FIRE DEPARTMENT","FIRE"
"192","IA","Winneshiek","19191",52132,"AMBULANCE AND FIRE SERVICE COMBINED",-91.8679899,43.1827953,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","SOUTH WINNESHIEK AREA FIRST RESPONDERS - CALAMAR","COUNTY"
"193","IA","Madison","19121",50257,"FIRE AND RESCUE SERVICE",-93.846945,41.2072469,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","TRURO FIRE AND RESCUE","FIRE"
"194","IA","Delaware","19055",52038,"AMBULANCE AND FIRE SERVICE COMBINED",-91.5469912,42.578712,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","DUNDEE FIRE DEPARTMENT AND FIRST RESPONDERS","CITY/MUNICIPAL"
"195","IA","Greene","19073",50107,"FIRE AND RESCUE SERVICE",-94.23893,42.0319101,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","GRAND JUNCTION FIRE AND RESCUE UNIT INCORPORATED","FIRE"
"196","IA","Linn","19113",52202,"AMBULANCE AND FIRE SERVICE COMBINED",-91.6188187,42.1490803,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","ALBURNETT - OTTER CREEK FIRE DEPARTMENT","FIRE"
"197","IA","Hancock","19081",50439,"AMBULANCE AND FIRE SERVICE COMBINED",-93.6154609,42.9213988,"NO","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","GOODELL FIRE DEPARTMENT","FIRE"
"198","IA","Harrison","19085",51545,"AMBULANCE AND FIRE SERVICE COMBINED",-96.0251664,41.8102585,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","LITTLE SIOUX FIRE DEPARTMENT","FIRE"
"199","IA","Carroll","19027",51463,"AMBULANCE AND FIRE SERVICE COMBINED",-94.9428422,41.9190581,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","TEMPLETON FIRE DEPARTMENT","FIRE"
"200","IA","Adair","19001",50849,"AMBULANCE AND FIRE SERVICE COMBINED",-94.4618939,41.3044285,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","GREENFIELD VOLUNTEER FIRE DEPARTMENT","FIRE"
"201","IA","Carroll","19027",51451,"AMBULANCE AND FIRE SERVICE COMBINED",-94.6895716,42.1843449,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","LANESBORO FIRE DEPARTMENT / LANESBORO FIRST RESPONDERS","CITY/MUNICIPAL"
"202","IA","Obrien","19141",51201,"AMBULANCE SERVICES, AIR OR GROUND",-95.8528723,43.180101,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","SHELDON COMMUNITY AMBULANCE TEAM","CITY/MUNICIPAL"
"203","IA","Hardin","19083",50230,"AMBULANCE AND FIRE SERVICE COMBINED",-93.4325426,42.3126845,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","RADCLIFFE FIRE DEPARTMENT / RADCLIFFE AMBULANCE SERVICE","CITY/MUNICIPAL"
"204","IA","Polk","19153",50323,"AMBULANCE AND FIRE SERVICE COMBINED",-93.7819256,41.6327239,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","URBANDALE FIRE DEPARTMENT STATION 42 - HEADQUARTERS","FIRE"
"205","IA","Polk","19153",50023,"AMBULANCE AND FIRE SERVICE COMBINED",-93.6085016,41.7323223,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","ANKENY FIRE DEPARTMENT AND EMERGENCY MEDICAL SERVICES","FIRE"
"206","IA","Linn","19113",52341,"AMBULANCE AND FIRE SERVICE COMBINED",-91.6979285,42.1057999,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","MONROE TOWNSHIP FIRE DEPARTMENT","FIRE"
"207","IA","Hamilton","19079",50132,"FIRE AND RESCUE SERVICE",-93.7291928,42.3917152,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","KAMRAR FIRE AND RESCUE","FIRE"
"208","IA","Buchanan","19019",50644,"AMBULANCE SERVICES, AIR OR GROUND",-91.8743491,42.4702228,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","AREA AMBULANCE SERVICE - BUCHANAN COUNTY","NOT AVAILABLE"
"209","IA","Harrison","19085",51546,"FIRE AND RESCUE SERVICE",-95.7874106,41.643355,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","LOGAN VOLUNTEER FIRE AND RESCUE ASSOCIATION","FIRE"
"210","IA","Buchanan","19019",50650,"AMBULANCE AND FIRE SERVICE COMBINED",-91.6415615,42.5997573,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","LAMONT FIRE DEPARTMENT","COUNTY"
"211","IA","Buchanan","19019",50607,"FIRE AND RESCUE SERVICE",-91.7283224,42.618086,"NO","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","AURORA VOLUNTEER FIRE DEPARTMENT AND RESCUE SQUAD","FIRE"
"212","IA","Shelby","19165",51447,"AMBULANCE AND FIRE SERVICE COMBINED",-95.2647824,41.7288039,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","KIRKMAN FIRE DEPARTMENT","FIRE"
"213","IA","Shelby","19165",51565,"AMBULANCE AND FIRE SERVICE COMBINED",-95.518239,41.6502882,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","PORTSMOUTH CASS TOWNSHIP FIRE DEPARTMENT","FIRE"
"214","IA","Shelby","19165",51530,"FIRE AND RESCUE SERVICE",-95.4146761,41.7764155,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","EARLING VOLUNTEER FIRE AND RESCUE","FIRE"
"215","IA","Carroll","19027",51459,"AMBULANCE AND FIRE SERVICE COMBINED",-94.6329979,42.0412922,"NO","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","RALSTON VOLUNTEER FIRE DEPARTMENT","FIRE"
"216","IA","Webster","19187",50544,"AMBULANCE AND FIRE SERVICE COMBINED",-94.1761415,42.2624896,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","HARCOURT FIRE DEPARTMENT","FIRE"
"217","IA","Jones","19105",52312,"AMBULANCE AND FIRE SERVICE COMBINED",-91.2439408,42.0058396,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","MORLEY FIRE DEPARTMENT - FIRST RESPONDERS","FIRE"
"218","IA","Carroll","19027",51401,"AMBULANCE SERVICES, AIR OR GROUND",-94.8457435,42.0628154,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","TURBINE FUEL TECHNOLOGIES FIRST RESPONDERS","PRIVATE"
"219","IA","Iowa","19095",52316,"AMBULANCE SERVICES, AIR OR GROUND",-92.0766699,41.5166145,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","NORTH ENGLISH FIRST RESPONDERS","CITY/MUNICIPAL"
"220","IA","Linn","19113",52405,"AMBULANCE SERVICES, AIR OR GROUND",-91.6760216,41.9830922,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","SOUTHEAST IOWA AMBULANCE SERVICE INCORPORATED - CEDAR RAPIDS","NOT AVAILABLE"
"221","IA","Polk","19153",50314,"AMBULANCE SERVICES, AIR OR GROUND",-93.6247528,41.5994045,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","MERCY ONE","HOSPITAL"
"222","IA","Worth","19195",50459,"AMBULANCE AND FIRE SERVICE COMBINED",-93.221313,43.4447839,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","NORTHWOOD VOLUNTEER FIRE COMPANY","FIRE"
"223","IA","Polk","19153",50321,"AMBULANCE AND FIRE SERVICE COMBINED",-93.6605277,41.5395375,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","132ND FIGHTER WING FIRE DEPARTMENT - IOWA AIR NATIONAL GUARD","FIRE"
"224","IA","Hancock","19081",50436,"AMBULANCE SERVICES, AIR OR GROUND",-93.6376672,43.251169,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","WINNEBAGO INDUSTRIES INCORPORATED","PRIVATE"
"225","IA","Benton","19011",52345,"AMBULANCE SERVICES, AIR OR GROUND",-91.882101,42.2261139,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","URBANA AREA AMBULANCE","CITY/MUNICIPAL"
"226","IA","Cerro Gordo","19033",50479,"AMBULANCE SERVICES, AIR OR GROUND",-93.3829602,42.9436796,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","THORNTON EMERGENCY GROUP","FIRE"
"227","IA","Winnebago","19189",50478,"RESCUE SERVICES, MEDICAL",-93.7653352,43.3710338,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","THOMPSON RESCUE UNIT","FIRE"
"228","IA","Black Hawk","19013",50702,"FIRE AND RESCUE SERVICE",-92.3217959,42.4691821,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","WATERLOO FIRE AND RESCUE STATION 8","FIRE"
