"","year","county_name","dhs_service_area","judicial_district","abuse_type","occurances","County_FIPS","State_FIPS","lat","long"
"1155",2009,"Humboldt","4-Ames","2-Second JD","Presence of Illegal Drugs in Child's System (PID)",3,"091","19",42.7764686,-94.2071868
"1156",2008,"Dickinson","1-Sioux City","3-Third JD","Cohabitation w/ a Registered Sex Offender",3,"059","19",43.3779848,-95.1508301
"1157",2005,"Pottawattamie","5-Council Bluffs","4-FourthJD","Sexual Abuse",37,"155","19",41.3366123,-95.5423935
"1158",2010,"Boone","5-Des Moines","2-Second JD","Denial of Critical Care (Neglect)",141,"015","19",42.0365493,-93.931671
"1159",2005,"Woodbury","1-Sioux City","3-Third JD","Physical Abuse",72,"193","19",42.3897169,-96.0447673
"1160",2005,"Crawford","5-Council Bluffs","3-Third JD","Sexual Abuse",10,"047","19",42.0372125,-95.3819678
"1161",2010,"Winneshiek","2-Northern","1-First JD","Sexual Abuse",1,"191","19",43.2906746,-91.8437074
"1162",2007,"Wright","4-Ames","2-Second JD","Sexual Abuse",7,"197","19",42.7331189,-93.7351465
"1163",2010,"Calhoun","2-Northern","2-Second JD","Denial of Critical Care (Neglect)",59,"025","19",42.3851848,-94.6404136
"1164",2011,"Van Buren","4-Cedar Rapids","8-Eigth JD","Physical Abuse",5,"177","19",40.7532294,-91.9499871
"1165",2012,"Worth","2-Northern","2-Second JD","Sexual Abuse",2,"195","19",43.3773984,-93.2608476
"1166",2005,"Hardin","4-Ames","2-Second JD","Sexual Abuse",4,"083","19",42.3838803,-93.2404025
"1167",2005,"Tama","4-Ames","6-SixthJD","Presence of Illegal Drugs in Child's System (PID)",2,"171","19",42.0798117,-92.5325425
"1168",2012,"Marshall","2-Northern","2-Second JD","Denial of Critical Care (Neglect)",227,"127","19",42.0358499,-92.9987706
"1169",2008,"Clinton","3-Dubuque","7-Seventh JD","Cohabitation w/ a Registered Sex Offender",2,"045","19",41.8980358,-90.5319724
"1170",2011,"Polk","5-Des Moines","5-FifthJD","Exposure to Manufacturing of Meth",15,"153","19",41.6855048,-93.5735335
"1171",2007,"Adair","6-Des Moines","5-FifthJD","Sexual Abuse",3,"001","19",41.3307464,-94.4709413
"1172",2011,"Linn","4-Cedar Rapids","6-SixthJD","Allows Access by Registered Sex Offender",10,"113","19",42.0789478,-91.5989646
"1173",2011,"Louisa","3-Eastern","8-Eigth JD","Sexual Abuse",5,"115","19",41.2185073,-91.2596184
"1174",2010,"Ida","1-Western","3-Third JD","Denial of Critical Care (Neglect)",47,"093","19",42.3868747,-95.5134962
"1175",2008,"Taylor","5-Council Bluffs","5-FifthJD","Sexual Abuse",2,"173","19",40.7374324,-94.6964148
"1176",2009,"Hancock","2-Waterloo","2-Second JD","Presence of Illegal Drugs in Child's System (PID)",8,"081","19",43.0818861,-93.7342723
"1177",2012,"Cherokee","1-Western","3-Third JD","Denial of Critical Care (Neglect)",35,"035","19",42.7356226,-95.6238055
"1178",2006,"Grundy","2-Waterloo","1-First JD","Mental Injury",1,"075","19",42.4018651,-92.7914177
"1179",2007,"Emmet","1-Sioux City","3-Third JD","Cohabitation w/ a Registered Sex Offender",3,"063","19",43.3780225,-94.6784803
"1180",2004,"Henry","8-Davenport","8-Eigth JD","Denial of Critical Care (Neglect)",192,"087","19",40.9879383,-91.5445241
"1181",2004,"Benton","7-Cedar Rapids","6-SixthJD","Exposure to Manufacturing of Meth",1,"011","19",42.0801864,-92.0656912
"1182",2006,"Johnson","7-Cedar Rapids","6-SixthJD","Cohabitation w/ a Registered Sex Offender",5,"103","19",41.6715511,-91.5880849
"1183",2006,"Osceola","1-Sioux City","3-Third JD","Physical Abuse",3,"143","19",43.3785704,-95.6236852
"1184",2008,"Lucas","6-Des Moines","5-FifthJD","Denial of Critical Care (Neglect)",50,"117","19",41.0293738,-93.3277207
"1185",2009,"Polk","6-Des Moines","5-FifthJD","Cohabitation w/ a Registered Sex Offender",8,"153","19",41.6855048,-93.5735335
"1186",2006,"Taylor","5-Council Bluffs","5-FifthJD","Physical Abuse",1,"173","19",40.7374324,-94.6964148
"1187",2007,"Pottawattamie","5-Council Bluffs","4-FourthJD","Presence of Illegal Drugs in Child's System (PID)",36,"155","19",41.3366123,-95.5423935
"1188",2004,"Webster","4-Ames","2-Second JD","Exposure to Manufacturing of Meth",13,"187","19",42.4279662,-94.1817881
"1189",2005,"Wapello","7-Cedar Rapids","8-Eigth JD","Physical Abuse",45,"179","19",41.0305845,-92.4094499
"1190",2008,"Clayton","3-Dubuque","1-First JD","Presence of Illegal Drugs in Child's System (PID)",4,"043","19",42.8447493,-91.3414328
"1191",2010,"Dallas","5-Des Moines","5-FifthJD","Presence of Illegal Drugs in Child's System (PID)",4,"049","19",41.6848862,-94.0397374
"1192",2007,"Crawford","5-Council Bluffs","3-Third JD","Physical Abuse",11,"047","19",42.0372125,-95.3819678
"1193",2004,"Buena Vista","1-Sioux City","3-Third JD","Physical Abuse",15,"021","19",42.7354936,-95.151149
"1194",2007,"Keokuk","7-Cedar Rapids","8-Eigth JD","Physical Abuse",6,"107","19",41.336465,-92.1786426
"1195",2006,"Butler","2-Waterloo","2-Second JD","Presence of Illegal Drugs in Child's System (PID)",3,"023","19",42.7315661,-92.7901934
"1196",2004,"Clayton","3-Dubuque","1-First JD","Denial of Critical Care (Neglect)",52,"043","19",42.8447493,-91.3414328
"1197",2009,"Floyd","2-Waterloo","2-Second JD","Presence of Illegal Drugs in Child's System (PID)",3,"067","19",43.0599208,-92.7890033
"1198",2005,"Floyd","2-Waterloo","2-Second JD","Physical Abuse",11,"067","19",43.0599208,-92.7890033
"1199",2006,"Wayne","6-Des Moines","5-FifthJD","Sexual Abuse",13,"185","19",40.7394702,-93.3273639
"1200",2007,"Humboldt","4-Ames","2-Second JD","Cohabitation w/ a Registered Sex Offender",1,"091","19",42.7764686,-94.2071868
"1201",2012,"Scott","3-Eastern","7-Seventh JD","Mental Injury",2,"163","19",41.6370978,-90.6232428
"1202",2006,"Clayton","3-Dubuque","1-First JD","Presence of Illegal Drugs in Child's System (PID)",3,"043","19",42.8447493,-91.3414328
"1203",2011,"Clinton","3-Eastern","7-Seventh JD","Sexual Abuse",12,"045","19",41.8980358,-90.5319724
"1204",2004,"Marion","6-Des Moines","5-FifthJD","Sexual Abuse",12,"125","19",41.3344515,-93.0994367
"1205",2005,"Monroe","7-Cedar Rapids","8-Eigth JD","Sexual Abuse",6,"135","19",41.0297826,-92.8689877
"1206",2007,"Tama","4-Ames","6-SixthJD","Presence of Illegal Drugs in Child's System (PID)",1,"171","19",42.0798117,-92.5325425
"1207",2007,"Benton","7-Cedar Rapids","6-SixthJD","Denial of Critical Care (Neglect)",150,"011","19",42.0801864,-92.0656912
"1208",2005,"Washington","7-Cedar Rapids","8-Eigth JD","Presence of Illegal Drugs in Child's System (PID)",36,"183","19",41.335591,-91.7178676
"1209",2010,"Wayne","5-Des Moines","5-FifthJD","Physical Abuse",2,"185","19",40.7394702,-93.3273639
"1210",2004,"Washington","7-Cedar Rapids","8-Eigth JD","Sexual Abuse",5,"183","19",41.335591,-91.7178676
"1211",2006,"Henry","8-Davenport","8-Eigth JD","Physical Abuse",24,"087","19",40.9879383,-91.5445241
"1212",2009,"Webster","4-Ames","2-Second JD","Physical Abuse",27,"187","19",42.4279662,-94.1817881
"1213",2010,"Lyon","1-Western","3-Third JD","Physical Abuse",3,"119","19",43.380497,-96.2102924
"1214",2004,"Osceola","1-Sioux City","3-Third JD","Presence of Illegal Drugs in Child's System (PID)",4,"143","19",43.3785704,-95.6236852
"1215",2011,"Pottawattamie","1-Western","4-FourthJD","Presence of Illegal Drugs in Child's System (PID)",16,"155","19",41.3366123,-95.5423935
"1216",2011,"Howard","2-Northern","1-First JD","Denial of Critical Care (Neglect)",38,"089","19",43.3567673,-92.3171989
"1217",2012,"Pottawattamie","1-Western","4-FourthJD","Presence of Illegal Drugs in Child's System (PID)",19,"155","19",41.3366123,-95.5423935
"1218",2012,"Clinton","3-Eastern","7-Seventh JD","Physical Abuse",35,"045","19",41.8980358,-90.5319724
"1219",2008,"Dubuque","3-Dubuque","1-First JD","Physical Abuse",64,"061","19",42.468832,-90.8824564
"1220",2004,"Floyd","2-Waterloo","2-Second JD","Physical Abuse",13,"067","19",43.0599208,-92.7890033
"1221",2007,"Howard","3-Dubuque","1-First JD","Denial of Critical Care (Neglect)",22,"089","19",43.3567673,-92.3171989
"1222",2012,"Hancock","2-Northern","2-Second JD","Physical Abuse",5,"081","19",43.0818861,-93.7342723
"1223",2010,"Polk","5-Des Moines","5-FifthJD","Presence of Illegal Drugs in Child's System (PID)",63,"153","19",41.6855048,-93.5735335
"1224",2009,"Muscatine","8-Davenport","7-Seventh JD","Cohabitation w/ a Registered Sex Offender",1,"139","19",41.4839221,-91.1127562
"1225",2010,"Cerro Gordo","2-Northern","2-Second JD","Allows Access by Registered Sex Offender",8,"033","19",43.0815577,-93.2608184
"1226",2004,"Johnson","7-Cedar Rapids","6-SixthJD","Physical Abuse",54,"103","19",41.6715511,-91.5880849
"1227",2012,"Union","5-Des Moines","5-FifthJD","Sexual Abuse",3,"175","19",41.0277304,-94.2423792
"1228",2008,"Story","4-Ames","2-Second JD","Presence of Illegal Drugs in Child's System (PID)",13,"169","19",42.0362415,-93.4650448
"1229",2008,"Jones","7-Cedar Rapids","6-SixthJD","Physical Abuse",5,"105","19",42.1212397,-91.1314352
"1230",2007,"Mahaska","7-Cedar Rapids","8-Eigth JD","Physical Abuse",15,"123","19",41.3352035,-92.6409094
"1231",2012,"Marion","5-Des Moines","5-FifthJD","Denial of Critical Care (Neglect)",113,"125","19",41.3344515,-93.0994367
"1232",2012,"Floyd","2-Northern","2-Second JD","Physical Abuse",8,"067","19",43.0599208,-92.7890033
"1233",2004,"Marshall","4-Ames","2-Second JD","Sexual Abuse",20,"127","19",42.0358499,-92.9987706
"1234",2007,"Webster","4-Ames","2-Second JD","Exposure to Manufacturing of Meth",2,"187","19",42.4279662,-94.1817881
"1235",2004,"Wright","4-Ames","2-Second JD","Sexual Abuse",6,"197","19",42.7331189,-93.7351465
"1236",2009,"Chickasaw","2-Waterloo","1-First JD","Cohabitation w/ a Registered Sex Offender",3,"037","19",43.0600414,-92.3176637
"1237",2008,"Audubon","5-Council Bluffs","4-FourthJD","Denial of Critical Care (Neglect)",58,"009","19",41.6845893,-94.9058222
"1238",2007,"Decatur","6-Des Moines","5-FifthJD","Sexual Abuse",4,"053","19",40.7376827,-93.7862815
"1239",2004,"Calhoun","4-Ames","2-Second JD","Sexual Abuse",1,"025","19",42.3851848,-94.6404136
"1240",2010,"Page","1-Western","4-FourthJD","Denial of Critical Care (Neglect)",51,"145","19",40.7391444,-95.1501747
"1241",2004,"Muscatine","8-Davenport","7-Seventh JD","Presence of Illegal Drugs in Child's System (PID)",2,"139","19",41.4839221,-91.1127562
"1242",2006,"Woodbury","1-Sioux City","3-Third JD","Cohabitation w/ a Registered Sex Offender",5,"193","19",42.3897169,-96.0447673
"1243",2008,"Guthrie","5-Council Bluffs","5-FifthJD","Physical Abuse",13,"077","19",41.6837548,-94.501055
"1244",2011,"Cass","1-Western","4-FourthJD","Sexual Abuse",4,"029","19",41.3314876,-94.9278266
"1245",2012,"Bremer","2-Northern","2-Second JD","Sexual Abuse",1,"017","19",42.7745873,-92.3180548
"1246",2011,"Woodbury","1-Western","3-Third JD","Physical Abuse",78,"193","19",42.3897169,-96.0447673
"1247",2004,"Cherokee","1-Sioux City","3-Third JD","Physical Abuse",8,"035","19",42.7356226,-95.6238055
"1248",2008,"Chickasaw","2-Waterloo","1-First JD","Physical Abuse",6,"037","19",43.0600414,-92.3176637
"1249",2007,"Winnebago","2-Waterloo","2-Second JD","Cohabitation w/ a Registered Sex Offender",2,"189","19",43.3775678,-93.7341955
"1250",2010,"Humboldt","2-Northern","2-Second JD","Denial of Critical Care (Neglect)",47,"091","19",42.7764686,-94.2071868
"1251",2011,"Decatur","5-Des Moines","5-FifthJD","Allows Access by Registered Sex Offender",3,"053","19",40.7376827,-93.7862815
"1252",2009,"Grundy","2-Waterloo","1-First JD","Denial of Critical Care (Neglect)",31,"075","19",42.4018651,-92.7914177
"1253",2012,"Muscatine","3-Eastern","7-Seventh JD","Presence of Illegal Drugs in Child's System (PID)",11,"139","19",41.4839221,-91.1127562
"1254",2009,"Osceola","1-Sioux City","3-Third JD","Sexual Abuse",1,"143","19",43.3785704,-95.6236852
"1255",2006,"Hamilton","4-Ames","2-Second JD","Sexual Abuse",5,"079","19",42.3837722,-93.7068085
"1256",2004,"Lucas","6-Des Moines","5-FifthJD","Exposure to Manufacturing of Meth",1,"117","19",41.0293738,-93.3277207
"1257",2006,"Montgomery","5-Council Bluffs","4-FourthJD","Physical Abuse",15,"137","19",41.03014,-95.1563758
"1258",2011,"Floyd","2-Northern","2-Second JD","Exposure to Manufacturing of Meth",1,"067","19",43.0599208,-92.7890033
"1259",2011,"Emmet","1-Western","3-Third JD","Denial of Critical Care (Neglect)",109,"063","19",43.3780225,-94.6784803
"1260",2008,"Buena Vista","1-Sioux City","3-Third JD","Sexual Abuse",11,"021","19",42.7354936,-95.151149
"1261",2004,"Black Hawk","2-Waterloo","1-First JD","Sexual Abuse",30,"013","19",42.4700957,-92.3088197
"1262",2010,"Guthrie","1-Western","5-FifthJD","Sexual Abuse",2,"077","19",41.6837548,-94.501055
"1263",2012,"Jones","4-Cedar Rapids","6-SixthJD","Denial of Critical Care (Neglect)",53,"105","19",42.1212397,-91.1314352
"1264",2009,"Kossuth","1-Sioux City","3-Third JD","Denial of Critical Care (Neglect)",32,"109","19",43.20413,-94.2067199
"1265",2008,"Jasper","4-Ames","5-FifthJD","Presence of Illegal Drugs in Child's System (PID)",12,"099","19",41.6860394,-93.053765
"1266",2008,"Van Buren","7-Cedar Rapids","8-Eigth JD","Physical Abuse",6,"177","19",40.7532294,-91.9499871
"1267",2008,"Wright","4-Ames","2-Second JD","Denial of Critical Care (Neglect)",91,"197","19",42.7331189,-93.7351465
"1268",2004,"Jasper","4-Ames","5-FifthJD","Exposure to Manufacturing of Meth",4,"099","19",41.6860394,-93.053765
"1269",2007,"Davis","7-Cedar Rapids","8-Eigth JD","Physical Abuse",11,"051","19",40.7476891,-92.4097173
"1270",2010,"Marshall","2-Northern","2-Second JD","Presence of Illegal Drugs in Child's System (PID)",19,"127","19",42.0358499,-92.9987706
"1271",2009,"Allamakee","3-Dubuque","1-First JD","Sexual Abuse",4,"005","19",43.2842838,-91.3780923
"1272",2007,"Bremer","2-Waterloo","2-Second JD","Exposure to Manufacturing of Meth",3,"017","19",42.7745873,-92.3180548
"1273",2005,"Benton","7-Cedar Rapids","6-SixthJD","Presence of Illegal Drugs in Child's System (PID)",18,"011","19",42.0801864,-92.0656912
"1274",2006,"Appanoose","7-Cedar Rapids","8-Eigth JD","Denial of Critical Care (Neglect)",162,"007","19",40.7431635,-92.8686104
"1275",2011,"Ida","1-Western","3-Third JD","Presence of Illegal Drugs in Child's System (PID)",2,"093","19",42.3868747,-95.5134962
"1276",2009,"Wapello","7-Cedar Rapids","8-Eigth JD","Sexual Abuse",11,"179","19",41.0305845,-92.4094499
"1277",2008,"Floyd","2-Waterloo","2-Second JD","Physical Abuse",12,"067","19",43.0599208,-92.7890033
"1278",2005,"Buchanan","3-Dubuque","1-First JD","Denial of Critical Care (Neglect)",147,"019","19",42.4707777,-91.8378392
"1279",2004,"Greene","5-Council Bluffs","2-Second JD","Sexual Abuse",2,"073","19",42.0362394,-94.3968356
"1280",2007,"Clay","1-Sioux City","3-Third JD","Presence of Illegal Drugs in Child's System (PID)",12,"041","19",43.0825804,-95.1509194
"1281",2011,"Wapello","4-Cedar Rapids","8-Eigth JD","Presence of Illegal Drugs in Child's System (PID)",18,"179","19",41.0305845,-92.4094499
"1282",2011,"Muscatine","3-Eastern","7-Seventh JD","Denial of Critical Care (Neglect)",265,"139","19",41.4839221,-91.1127562
"1283",2006,"Sioux","1-Sioux City","3-Third JD","Physical Abuse",8,"167","19",43.0826174,-96.1778827
"1284",2005,"Mitchell","2-Waterloo","2-Second JD","Physical Abuse",7,"131","19",43.3564124,-92.7890315
"1285",2007,"Monroe","7-Cedar Rapids","8-Eigth JD","Denial of Critical Care (Neglect)",56,"135","19",41.0297826,-92.8689877
"1286",2010,"Dubuque","3-Eastern","1-First JD","Physical Abuse",39,"061","19",42.468832,-90.8824564
"1287",2012,"Plymouth","1-Western","3-Third JD","Sexual Abuse",1,"149","19",42.7378346,-96.2140431
"1288",2012,"Warren","5-Des Moines","5-FifthJD","Presence of Illegal Drugs in Child's System (PID)",3,"181","19",41.3343735,-93.5613594
"1289",2009,"Clinton","3-Dubuque","7-Seventh JD","Presence of Illegal Drugs in Child's System (PID)",30,"045","19",41.8980358,-90.5319724
"1290",2007,"Sac","5-Council Bluffs","2-Second JD","Cohabitation w/ a Registered Sex Offender",1,"161","19",42.3862604,-95.1053946
"1291",2008,"Keokuk","7-Cedar Rapids","8-Eigth JD","Denial of Critical Care (Neglect)",43,"107","19",41.336465,-92.1786426
"1292",2011,"Clarke","5-Des Moines","5-FifthJD","Denial of Critical Care (Neglect)",47,"039","19",41.0290323,-93.7851579
"1293",2005,"Page","5-Council Bluffs","4-FourthJD","Exposure to Manufacturing of Meth",2,"145","19",40.7391444,-95.1501747
"1294",2012,"Story","5-Des Moines","2-Second JD","Physical Abuse",14,"169","19",42.0362415,-93.4650448
"1295",2008,"Page","5-Council Bluffs","4-FourthJD","Physical Abuse",5,"145","19",40.7391444,-95.1501747
"1296",2010,"Warren","5-Des Moines","5-FifthJD","Physical Abuse",16,"181","19",41.3343735,-93.5613594
"1297",2008,"Appanoose","7-Cedar Rapids","8-Eigth JD","Denial of Critical Care (Neglect)",117,"007","19",40.7431635,-92.8686104
"1298",2004,"Hancock","2-Waterloo","2-Second JD","Presence of Illegal Drugs in Child's System (PID)",7,"081","19",43.0818861,-93.7342723
"1299",2007,"Cherokee","1-Sioux City","3-Third JD","Cohabitation w/ a Registered Sex Offender",8,"035","19",42.7356226,-95.6238055
"1300",2013,"Appanoose","4-Cedar Rapids","8-Eigth JD","Sexual Abuse",4,"007","19",40.7431635,-92.8686104
"1301",2008,"Muscatine","8-Davenport","7-Seventh JD","Denial of Critical Care (Neglect)",252,"139","19",41.4839221,-91.1127562
"1302",2005,"Dubuque","3-Dubuque","1-First JD","Physical Abuse",49,"061","19",42.468832,-90.8824564
"1303",2011,"Lyon","1-Western","3-Third JD","Sexual Abuse",3,"119","19",43.380497,-96.2102924
"1304",2006,"Wright","4-Ames","2-Second JD","Denial of Critical Care (Neglect)",66,"197","19",42.7331189,-93.7351465
"1305",2010,"Palo Alto","1-Western","3-Third JD","Presence of Illegal Drugs in Child's System (PID)",2,"147","19",43.0820643,-94.6781371
"1306",2004,"Worth","2-Waterloo","2-Second JD","Sexual Abuse",1,"195","19",43.3773984,-93.2608476
"1307",2012,"Guthrie","1-Western","5-FifthJD","Allows Access by Registered Sex Offender",2,"077","19",41.6837548,-94.501055
"1308",2008,"Decatur","6-Des Moines","5-FifthJD","Presence of Illegal Drugs in Child's System (PID)",1,"053","19",40.7376827,-93.7862815
"1309",2011,"Hancock","2-Northern","2-Second JD","Physical Abuse",2,"081","19",43.0818861,-93.7342723
"1310",2010,"Des Moines","3-Eastern","8-Eigth JD","Exposure to Manufacturing of Meth",6,"057","19",40.9231829,-91.1814707
"1311",2006,"Delaware","3-Dubuque","1-First JD","Physical Abuse",11,"055","19",42.471211,-91.3673502
"1312",2006,"Harrison","5-Council Bluffs","4-FourthJD","Denial of Critical Care (Neglect)",71,"085","19",41.6828528,-95.8169209
"1313",2010,"Jones","4-Cedar Rapids","6-SixthJD","Presence of Illegal Drugs in Child's System (PID)",3,"105","19",42.1212397,-91.1314352
"1314",2007,"Lucas","6-Des Moines","5-FifthJD","Denial of Critical Care (Neglect)",50,"117","19",41.0293738,-93.3277207
"1315",2004,"OBrien","1-Sioux City","3-Third JD","Sexual Abuse",4,"141","19",43.0837527,-95.6248784
"1316",2009,"Linn","7-Cedar Rapids","6-SixthJD","Exposure to Manufacturing of Meth",14,"113","19",42.0789478,-91.5989646
"1317",2012,"Davis","4-Cedar Rapids","8-Eigth JD","Physical Abuse",1,"051","19",40.7476891,-92.4097173
"1318",2004,"Sioux","1-Sioux City","3-Third JD","Denial of Critical Care (Neglect)",60,"167","19",43.0826174,-96.1778827
"1319",2009,"Boone","6-Des Moines","2-Second JD","Presence of Illegal Drugs in Child's System (PID)",3,"015","19",42.0365493,-93.931671
"1320",2012,"Wright","2-Northern","2-Second JD","Physical Abuse",6,"197","19",42.7331189,-93.7351465
"1321",2011,"Butler","2-Northern","2-Second JD","Denial of Critical Care (Neglect)",53,"023","19",42.7315661,-92.7901934
"1322",2009,"Woodbury","1-Sioux City","3-Third JD","Presence of Illegal Drugs in Child's System (PID)",34,"193","19",42.3897169,-96.0447673
"1323",2007,"Bremer","2-Waterloo","2-Second JD","Sexual Abuse",2,"017","19",42.7745873,-92.3180548
"1324",2011,"Plymouth","1-Western","3-Third JD","Exposure to Manufacturing of Meth",2,"149","19",42.7378346,-96.2140431
"1325",2009,"Keokuk","7-Cedar Rapids","8-Eigth JD","Exposure to Manufacturing of Meth",2,"107","19",41.336465,-92.1786426
"1326",2009,"Allamakee","3-Dubuque","1-First JD","Presence of Illegal Drugs in Child's System (PID)",1,"005","19",43.2842838,-91.3780923
"1327",2005,"Guthrie","5-Council Bluffs","5-FifthJD","Denial of Critical Care (Neglect)",38,"077","19",41.6837548,-94.501055
"1328",2006,"Warren","6-Des Moines","5-FifthJD","Denial of Critical Care (Neglect)",159,"181","19",41.3343735,-93.5613594
"1329",2004,"Jackson","3-Dubuque","7-Seventh JD","Exposure to Manufacturing of Meth",3,"097","19",42.1717426,-90.5742294
"1330",2011,"Warren","5-Des Moines","5-FifthJD","Exposure to Manufacturing of Meth",4,"181","19",41.3343735,-93.5613594
"1331",2005,"Henry","8-Davenport","8-Eigth JD","Exposure to Manufacturing of Meth",2,"087","19",40.9879383,-91.5445241
"1332",2011,"Poweshiek","4-Cedar Rapids","8-Eigth JD","Physical Abuse",20,"157","19",41.6864422,-92.5314684
"1333",2012,"Fayette","2-Northern","1-First JD","Allows Access by Registered Sex Offender",6,"065","19",42.8625919,-91.8443207
"1334",2012,"Winnebago","2-Northern","2-Second JD","Physical Abuse",5,"189","19",43.3775678,-93.7341955
"1335",2004,"Linn","7-Cedar Rapids","6-SixthJD","Physical Abuse",202,"113","19",42.0789478,-91.5989646
"1336",2010,"Jefferson","4-Cedar Rapids","8-Eigth JD","Presence of Illegal Drugs in Child's System (PID)",3,"101","19",41.0317596,-91.9488774
"1337",2007,"Page","5-Council Bluffs","4-FourthJD","Denial of Critical Care (Neglect)",121,"145","19",40.7391444,-95.1501747
"1338",2005,"Boone","6-Des Moines","2-Second JD","Presence of Illegal Drugs in Child's System (PID)",2,"015","19",42.0365493,-93.931671
"1339",2006,"Jackson","3-Dubuque","7-Seventh JD","Sexual Abuse",4,"097","19",42.1717426,-90.5742294
"1340",2005,"Scott","8-Davenport","7-Seventh JD","Presence of Illegal Drugs in Child's System (PID)",55,"163","19",41.6370978,-90.6232428
"1341",2008,"Cass","5-Council Bluffs","4-FourthJD","Denial of Critical Care (Neglect)",60,"029","19",41.3314876,-94.9278266
"1342",2011,"OBrien","1-Western","3-Third JD","Presence of Illegal Drugs in Child's System (PID)",4,"141","19",43.0837527,-95.6248784
"1343",2011,"Wapello","4-Cedar Rapids","8-Eigth JD","Sexual Abuse",6,"179","19",41.0305845,-92.4094499
"1344",2008,"Cedar","8-Davenport","7-Seventh JD","Sexual Abuse",3,"031","19",41.7723207,-91.1324125
"1345",2013,"Buena Vista","1-Western","3-Third JD","Sexual Abuse",3,"021","19",42.7354936,-95.151149
"1346",2008,"Polk","6-Des Moines","5-FifthJD","Physical Abuse",273,"153","19",41.6855048,-93.5735335
"1347",2004,"Crawford","5-Council Bluffs","3-Third JD","Presence of Illegal Drugs in Child's System (PID)",6,"047","19",42.0372125,-95.3819678
"1348",2004,"Keokuk","7-Cedar Rapids","8-Eigth JD","Physical Abuse",16,"107","19",41.336465,-92.1786426
"1349",2008,"Black Hawk","2-Waterloo","1-First JD","Sexual Abuse",16,"013","19",42.4700957,-92.3088197
"1350",2012,"Calhoun","2-Northern","2-Second JD","Presence of Illegal Drugs in Child's System (PID)",2,"025","19",42.3851848,-94.6404136
"1351",2010,"Lucas","5-Des Moines","5-FifthJD","Physical Abuse",1,"117","19",41.0293738,-93.3277207
"1352",2012,"Wayne","5-Des Moines","5-FifthJD","Denial of Critical Care (Neglect)",7,"185","19",40.7394702,-93.3273639
"1353",2008,"Harrison","5-Council Bluffs","4-FourthJD","Physical Abuse",10,"085","19",41.6828528,-95.8169209
"1354",2004,"Decatur","6-Des Moines","5-FifthJD","Presence of Illegal Drugs in Child's System (PID)",1,"053","19",40.7376827,-93.7862815
"1355",2005,"Cass","5-Council Bluffs","4-FourthJD","Physical Abuse",9,"029","19",41.3314876,-94.9278266
"1356",2006,"Johnson","7-Cedar Rapids","6-SixthJD","Sexual Abuse",16,"103","19",41.6715511,-91.5880849
"1357",2006,"Benton","7-Cedar Rapids","6-SixthJD","Presence of Illegal Drugs in Child's System (PID)",17,"011","19",42.0801864,-92.0656912
"1358",2009,"Cedar","8-Davenport","7-Seventh JD","Denial of Critical Care (Neglect)",49,"031","19",41.7723207,-91.1324125
"1359",2007,"Allamakee","3-Dubuque","1-First JD","Cohabitation w/ a Registered Sex Offender",1,"005","19",43.2842838,-91.3780923
"1360",2006,"Clinton","3-Dubuque","7-Seventh JD","Sexual Abuse",20,"045","19",41.8980358,-90.5319724
"1361",2004,"Polk","6-Des Moines","5-FifthJD","Sexual Abuse",162,"153","19",41.6855048,-93.5735335
"1362",2011,"Keokuk","4-Cedar Rapids","8-Eigth JD","Allows Access by Registered Sex Offender",6,"107","19",41.336465,-92.1786426
"1363",2005,"Decatur","6-Des Moines","5-FifthJD","Sexual Abuse",9,"053","19",40.7376827,-93.7862815
"1364",2009,"Black Hawk","2-Waterloo","1-First JD","Sexual Abuse",19,"013","19",42.4700957,-92.3088197
"1365",2012,"Adams","5-Des Moines","5-FifthJD","Physical Abuse",4,"003","19",41.0289839,-94.6991849
"1366",2007,"OBrien","1-Sioux City","3-Third JD","Physical Abuse",11,"141","19",43.0837527,-95.6248784
"1367",2009,"Palo Alto","1-Sioux City","3-Third JD","Presence of Illegal Drugs in Child's System (PID)",2,"147","19",43.0820643,-94.6781371
"1368",2008,"Kossuth","1-Sioux City","3-Third JD","Sexual Abuse",1,"109","19",43.20413,-94.2067199
"1369",2012,"Shelby","1-Western","4-FourthJD","Denial of Critical Care (Neglect)",29,"165","19",41.6850926,-95.3102113
"1370",2008,"Grundy","2-Waterloo","1-First JD","Physical Abuse",4,"075","19",42.4018651,-92.7914177
"1371",2009,"Polk","6-Des Moines","5-FifthJD","Mental Injury",3,"153","19",41.6855048,-93.5735335
"1372",2011,"Hamilton","2-Northern","2-Second JD","Exposure to Manufacturing of Meth",1,"079","19",42.3837722,-93.7068085
"1373",2005,"Polk","6-Des Moines","5-FifthJD","Denial of Critical Care (Neglect)",2023,"153","19",41.6855048,-93.5735335
"1374",2004,"Clarke","6-Des Moines","5-FifthJD","Denial of Critical Care (Neglect)",40,"039","19",41.0290323,-93.7851579
"1375",2011,"Hardin","2-Northern","2-Second JD","Physical Abuse",4,"083","19",42.3838803,-93.2404025
"1376",2010,"Winnebago","2-Northern","2-Second JD","Physical Abuse",4,"189","19",43.3775678,-93.7341955
"1377",2007,"Iowa","7-Cedar Rapids","6-SixthJD","Sexual Abuse",12,"095","19",41.6863229,-92.065524
